,item_id,interaction
1899,4556,4
1900,4602,7
1901,4555,4
1902,7973,5
1903,4578,8
1904,7976,24
1905,7978,7
1906,4572,13
1907,4583,94
1908,4596,6
1909,4576,10
1910,4598,4
1911,4567,25
1912,4573,16
1913,4575,14
1914,4563,6
1915,4592,3
1916,4553,5
1917,4590,5
1918,4569,8
1919,4570,5
1920,4601,4
1921,4597,6
1922,4558,9
1923,4571,12
1924,4585,11
1925,20845,39
1926,8235,24
1927,8264,38
1928,19579,56
1929,14260,59
1930,8266,37
1931,20122,42
1932,1328,152
1933,6264,38
1934,8267,92
1935,6314,54
1936,8372,22
1937,8373,69
1938,8374,17
1939,8375,27
1940,8376,60
1941,8377,169
1942,29513,10
1943,10945,28
1944,5883,52
1945,194,36
1946,9652,58
1947,1300,40
1948,21564,45
1949,19473,72
1950,1917,19
1951,1999,23
1952,2063,33
1953,4799,78
1954,3538,27
1955,3575,24
1956,14016,35
1957,14842,10
1958,8470,6
1959,1923,72
1960,5415,43
1961,6190,53
1962,6120,23
1963,15084,10
1964,6374,16
1965,6177,45
1966,6193,20
1967,6183,32
1968,6192,15
1969,6161,14
1970,26609,4
1971,8557,88
1972,8439,57
1973,6221,239
1974,5471,101
1975,5500,164
1976,6222,138
1977,5501,102
1978,2940,41
1979,8305,26
1980,8310,33
1981,8314,15
1982,8317,56
1983,5214,25
1984,8420,63
1985,7972,98
1986,8049,3
1987,15382,16
1988,8814,19
1989,8815,7
1990,8816,26
1991,8635,8
1992,8592,31
1993,8634,14
1994,8590,28
1995,7969,42
1996,8428,37
1997,31999,12
1998,7983,3
1999,7977,11
2000,7980,3
2001,7970,10
2002,6227,13
2003,6229,36
2004,10761,33
2005,7968,65
2006,8716,18
2007,8767,16
2008,8768,8
2009,8769,16
2010,2257,26
2011,8717,7
2012,6553,35
2013,8773,70
2014,8772,185
2015,8693,14
2016,8694,16
2017,8569,79
2018,8695,12
2019,8697,14
2020,8698,6
2021,202,42
2022,8719,7
2023,8720,16
2024,8752,7
2025,8636,10
2026,8721,22
2027,8462,24
2028,6282,20
2029,8677,2
2030,6880,118
2031,8655,18
2032,8656,5
2033,8659,12
2034,8660,36
2035,8664,18
2036,6881,146
2037,8665,17
2038,8671,2
2039,78,231
2040,8624,10
2041,8764,3
2042,8602,3
2043,8713,4
2044,8770,22
2045,8771,6
2046,8774,22
2047,8775,8
2048,2254,14
2049,8776,33
2050,8777,31
2051,8778,4
2052,8779,15
2053,8780,2
2054,8781,17
2055,8782,1
2056,8783,4
2057,10845,17
2058,12359,6
2059,10657,17
2060,12108,7
2061,11962,8
2062,8675,32
2063,8595,17
2064,8725,35
2065,8676,15
2066,3065,13
2067,8620,21
2068,8406,94
2069,179,10
2070,6568,25
2071,6564,21
2072,6561,36
2073,14766,19
2074,23753,16
2075,10472,140
2076,13857,18
2077,24749,32
2078,24752,19
2079,24750,10
2080,24748,35
2081,9159,37
2082,9160,23
2083,24751,11
2084,9032,36
2085,9033,35
2086,9034,31
2087,1050,35
2088,9035,47
2089,9064,11
2090,9065,27
2091,9066,20
2092,9067,10
2093,9068,5
2094,9150,16
2095,9151,9
2096,17834,260
2097,17835,196
2098,5861,260
2099,17836,379
2100,17837,193
2101,17838,287
2102,17839,221
2103,9004,16
2104,9005,81
2105,9006,4
2106,9007,38
2107,9008,15
2108,9009,10
2109,9010,4
2110,9011,5
2111,9012,6
2112,9013,5
2113,9014,8
2114,9015,14
2115,9016,4
2116,9017,4
2117,9069,66
2118,9070,7
2119,9071,13
2120,9072,8
2121,9073,16
2122,9074,6
2123,9075,6
2124,9076,7
2125,9077,19
2126,16224,16
2127,16153,50
2128,24754,6
2129,24747,3
2130,16333,5
2131,9156,8
2132,24746,29
2133,6251,63
2134,6290,152
2135,8926,71
2136,6237,72
2137,6232,58
2138,6288,59
2139,2082,23
2140,27977,11
2141,7144,38
2142,34519,6
2143,32757,21
2144,5007,23
2145,3497,21
2146,33209,41
2147,2263,59
2148,9264,72
2149,32137,29
2150,8705,49
2151,26318,15
2152,14613,38
2153,9204,35
2154,30806,13
2155,2053,33
2156,9227,9
2157,8833,30
2158,9296,36
2159,5736,66
2160,9461,123
2161,9503,20
2162,9462,47
2163,3474,42
2164,9498,25
2165,3476,48
2166,442,227
2167,443,107
2168,445,109
2169,9460,11
2170,9406,65
2171,865,95
2172,9411,73
2173,6899,246
2174,6900,242
2175,6897,173
2176,6053,83
2177,9680,127
2178,8240,22
2179,8176,56
2180,4523,171
2181,15112,101
2182,5791,85
2183,4524,337
2184,444,112
2185,9458,21
2186,6054,110
2187,9453,62
2188,784,72
2189,3621,108
2190,3759,52
2191,9523,41
2192,9528,13
2193,5523,50
2194,9530,31
2195,5910,29
2196,436,174
2197,9525,6
2198,9526,92
2199,9527,14
2200,12336,12
2201,7726,1362
2202,32354,41
2203,22505,41
2204,152,86
2205,9513,209
2206,9651,53
2207,3463,29
2208,14793,188
2209,3669,118
2210,7437,214
2211,24575,16
2212,13165,71
2213,7940,107
2214,6812,43
2215,5349,157
2216,99,100
2217,58,76
2218,59,56
2219,60,32
2220,61,35
2221,71,57
2222,45,125
2223,56,53
2224,44,58
2225,57,68
2226,63,66
2227,64,42
2228,65,51
2229,67,43
2230,69,20
2231,70,44
2232,106,91
2233,107,133
2234,108,78
2235,62,90
2236,109,130
2237,110,76
2238,111,63
2239,112,76
2240,9766,16
2241,7157,54
2242,9868,81
2243,9869,83
2244,9870,75
2245,9871,68
2246,10284,36
2247,10285,29
2248,10286,11
2249,28549,13
2250,4978,20
2251,24777,12
2252,2840,10
2253,25794,26
2254,20750,3
2255,10084,17
2256,8103,36
2257,25224,95
2258,13812,21
2259,1994,39
2260,19251,116
2261,8708,2
2262,8840,30
2263,13634,29
2264,2735,43
2265,497,101
2266,2838,10
2267,6647,72
2268,20646,13
2269,2839,15
2270,11136,69
2271,5610,73
2272,32256,38
2273,26277,11
2274,4991,14
2275,25472,32
2276,10162,10
2277,11729,7
2278,10143,42
2279,28746,16
2280,5298,5
2281,1278,133
2282,5391,32
2283,10295,22
2284,28778,15
2285,12542,3
2286,12514,12
2287,184,11
2288,17819,8
2289,13803,50
2290,3713,87
2291,23574,35
2292,18673,36
2293,10253,39
2294,12210,41
2295,18487,45
2296,182,18
2297,16458,3
2298,24104,22
2299,12531,16
2300,30022,20
2301,22353,10
2302,20793,8
2303,10329,10
2304,10398,3
2305,10322,31
2306,531,7
2307,20780,6
2308,12743,20
2309,10516,36
2310,10517,119
2311,10518,22
2312,10519,32
2313,10520,126
2314,28431,10
2315,6365,34
2316,6169,54
2317,6172,28
2318,6171,40
2319,6174,45
2320,6366,39
2321,1981,20
2322,4490,36
2323,4466,23
2324,10444,26
2325,10445,35
2326,6444,140
2327,6445,135
2328,6446,208
2329,11128,21
2330,10448,99
2331,10548,19
2332,3639,96
2333,8663,53
2334,7742,98
2335,29974,17
2336,2746,73
2337,11310,51
2338,11312,33
2339,21866,9
2340,10981,28
2341,3733,155
2342,19104,31
2343,6310,85
2344,10789,44
2345,8063,19
2346,11151,17
2347,8351,36
2348,11232,14
2349,19851,32
2350,10750,64
2351,10905,5
2352,10827,9
2353,11088,2
2354,10822,49
2355,10623,11
2356,10610,14
2357,1305,151
2358,5567,82
2359,9965,13
2360,10624,19
2361,25115,21
2362,10994,46
2363,11008,49
2364,10881,21
2365,6179,30
2366,11212,13
2367,1316,116
2368,3577,50
2369,25060,25
2370,8542,81
2371,10029,21
2372,18042,17
2373,32846,6
2374,11143,16
2375,11019,16
2376,5757,49
2377,10585,47
2378,11062,37
2379,11047,17
2380,24525,17
2381,10434,51
2382,211,43
2383,15358,41
2384,1572,73
2385,10628,21
2386,32529,13
2387,15055,18
2388,10837,6
2389,3391,56
2390,10611,8
2391,3324,37
2392,10857,8
2393,14333,42
2394,4465,57
2395,25780,14
2396,10625,3
2397,41284,6
2398,7355,13
2399,6283,132
2400,9637,48
2401,10682,29
2402,3455,19
2403,2955,48
2404,11038,48
2405,34711,22
2406,11089,9
2407,11164,8
2408,10725,15
2409,7631,29
2410,8529,88
2411,10952,18
2412,10908,15
2413,7043,26
2414,11129,14
2415,33669,4
2416,10784,11
2417,256,99
2418,5202,81
2419,10617,12
2420,6804,12
2421,2998,53
2422,6889,23
2423,6594,30
2424,7508,28
2425,3447,31
2426,1319,14
2427,8605,14
2428,11126,35
2429,11150,20
2430,10963,61
2431,14525,14
2432,7507,28
2433,7603,137
2434,10795,7
2435,10997,2
2436,6373,28
2437,9128,50
2438,10641,18
2439,11168,59
2440,1683,41
2441,7504,22
2442,3449,24
2443,10431,50
2444,15359,49
2445,17735,35
2446,8427,46
2447,28,75
2448,29,12
2449,20,29
2450,2957,24
2451,9815,118
2452,10946,55
2453,3089,19
2454,5201,69
2455,6601,12
2456,10829,47
2457,10608,9
2458,11105,9
2459,10693,18
2460,5399,30
2461,11057,10
2462,10823,4
2463,18584,13
2464,8347,55
2465,10751,53
2466,2028,76
2467,10461,34
2468,10609,59
2469,3097,30
2470,6067,11
2471,2109,8
2472,7502,27
2473,10876,7
2474,15834,3
2475,10873,74
2476,175,27
2477,10731,5
2478,10432,17
2479,10584,22
2480,10778,40
2481,1880,36
2482,2952,46
2483,10242,33
2484,7456,15
2485,10523,23
2486,10481,15
2487,10430,19
2488,10435,19
2489,114,47
2490,1323,170
2491,21606,22
2492,2813,13
2493,21410,25
2494,1825,3
2495,6346,16
2496,8818,17
2497,2848,121
2498,11075,65
2499,1735,9
2500,8582,35
2501,16300,44
2502,1758,5
2503,11114,10
2504,10422,206
2505,10739,14
2506,10636,27
2507,10613,6
2508,10838,17
2509,7475,18
2510,10722,12
2511,10929,12
2512,10863,40
2513,23812,14
2514,1085,67
2515,2243,37
2516,2676,22
2517,11156,97
2518,10915,9
2519,3096,21
2520,8854,60
2521,11181,40
2522,10836,29
2523,6566,19
2524,11013,20
2525,5706,160
2526,11513,84
2527,11516,113
2528,5704,132
2529,1731,67
2530,7524,30
2531,11576,10
2532,5446,69
2533,10662,31
2534,3456,19
2535,10640,51
2536,1748,17
2537,11027,22
2538,10433,36
2539,5515,89
2540,10629,65
2541,14763,16
2542,24571,23
2543,1526,57
2544,14394,86
2545,3696,34
2546,21914,24
2547,12734,20
2548,9633,40
2549,3105,33
2550,3091,30
2551,10027,30
2552,10044,19
2553,9881,37
2554,3094,23
2555,2812,20
2556,9879,50
2557,10043,22
2558,4853,41
2559,11356,16
2560,11355,18
2561,11361,13
2562,9880,31
2563,2931,37
2564,10030,16
2565,4431,26
2566,23460,5
2567,25928,13
2568,20806,10
2569,19,28
2570,14037,22
2571,19723,15
2572,2748,28
2573,3124,34
2574,11995,24
2575,3106,87
2576,11402,10
2577,11403,17
2578,33468,12
2579,25775,7
2580,33465,8
2581,15058,15
2582,14184,18
2583,34693,7
2584,14540,7
2585,32972,4
2586,3671,32
2587,3673,61
2588,5707,120
2589,11100,111
2590,11531,97
2591,8927,42
2592,11475,114
2593,11528,12
2594,9412,144
2595,10614,176
2596,11493,107
2597,6457,155
2598,6458,149
2599,3670,38
2600,101,105
2601,102,88
2602,11563,64
2603,11485,40
2604,100,113
2605,11529,37
2606,15082,44
2607,15083,44
2608,10647,13
2609,11523,6
2610,11524,10
2611,11525,12
2612,7138,209
2613,14840,12
2614,21404,6
2615,14320,14
2616,21405,9
2617,14850,12
2618,21406,15
2619,15056,9
2620,21407,7
2621,4493,26
2622,7053,48
2623,13046,59
2624,11380,14
2625,20265,2
2626,2480,12
2627,12856,31
2628,6204,40
2629,20256,5
2630,17770,16
2631,23839,3
2632,11904,38
2633,207,40
2634,11841,58
2635,17635,8
2636,8762,11
2637,17333,11
2638,10206,11
2639,44043,8
2640,2795,10
2641,12504,19
2642,2523,4
2643,11705,7
2644,4492,110
2645,9409,57
2646,9689,60
2647,11787,53
2648,11634,15
2649,16454,18
2650,11846,3
2651,8706,6
2652,6132,7
2653,31520,8
2654,46986,6
2655,11630,52
2656,21852,6
2657,17973,21
2658,6119,30
2659,196,92
2660,21685,7
2661,21843,6
2662,12106,5
2663,10283,8
2664,8692,2
2665,3002,13
2666,17986,21
2667,10108,4
2668,31718,4
2669,8710,2
2670,206,28
2671,11761,3
2672,14496,15
2673,22176,6
2674,10256,23
2675,9398,45
2676,11887,2
2677,8711,5
2678,12251,14
2679,40365,4
2680,12097,10
2681,189,23
2682,2282,21
2683,8568,8
2684,12351,8
2685,21649,10
2686,8718,4
2687,11072,18
2688,16698,22
2689,2844,41
2690,19969,11
2691,31218,38
2692,11585,94
2693,22364,33
2694,3360,79
2695,11993,29
2696,235,54
2697,12069,36
2698,12145,18
2699,2970,65
2700,228,34
2701,12119,14
2702,11842,24
2703,12076,2
2704,27536,17
2705,17662,12
2706,14593,5
2707,240,67
2708,7749,188
2709,12331,8
2710,2458,3
2711,2968,34
2712,4462,40
2713,12437,3
2714,12109,13
2715,3768,52
2716,11828,3
2717,6998,11
2718,17533,8
2719,45436,2
2720,10663,26
2721,248,36
2722,10146,40
2723,30577,2
2724,11860,11
2725,91,26
2726,29506,17
2727,22322,11
2728,23709,25
2729,5449,7
2730,36445,12
2731,14160,73
2732,12034,23
2733,12421,15
2734,12490,7
2735,4450,181
2736,1107,6
2737,13592,34
2738,11926,8
2739,33038,7
2740,33411,6
2741,27509,14
2742,5280,12
2743,19973,10
2744,12365,10
2745,232,30
2746,34867,14
2747,8323,37
2748,12399,28
2749,12234,8
2750,6165,77
2751,183,8
2752,21358,14
2753,11999,16
2754,28244,7
2755,11627,5
2756,11710,9
2757,6992,146
2758,2474,4
2759,2797,127
2760,11756,22
2761,2830,36
2762,11706,12
2763,7059,33
2764,12138,17
2765,12340,5
2766,2449,19
2767,12529,7
2768,12445,2
2769,14661,25
2770,8682,7
2771,44533,4
2772,6436,67
2773,15383,14
2774,12240,4
2775,11655,22
2776,17785,25
2777,2235,34
2778,5319,11
2779,12292,6
2780,2477,8
2781,12220,8
2782,11983,16
2783,20250,4
2784,12125,7
2785,11839,8
2786,3387,29
2787,41509,18
2788,6202,60
2789,5343,31
2790,2770,32
2791,11996,24
2792,19796,15
2793,30010,12
2794,12272,12
2795,2518,2
2796,8696,2
2797,4742,9
2798,11892,9
2799,12101,10
2800,12278,11
2801,8987,12
2802,14017,16
2803,17329,19
2804,20263,1
2805,19097,73
2806,2491,5
2807,32832,3
2808,10185,12
2809,12389,6
2810,11657,7
2811,12742,19
2812,12408,18
2813,14742,65
2814,12412,21
2815,12070,3
2816,5781,39
2817,12714,22
2818,3614,71
2819,30730,12
2820,14630,32
2821,2436,10
2822,22005,14
2823,32233,4
2824,8686,10
2825,2433,9
2826,10347,22
2827,1761,6
2828,12254,3
2829,7275,16
2830,30011,9
2831,12356,25
2832,15379,2
2833,14026,14
2834,5373,5
2835,1023,146
2836,24,42
2837,16835,28
2838,1750,50
2839,3679,19
2840,5000,56
2841,12668,74
2842,21236,22
2843,23908,5
2844,15326,25
2845,22252,8
2846,926,79
2847,13917,32
2848,22254,19
2849,13934,10
2850,11554,54
2851,35500,9
2852,15240,16
2853,16897,80
2854,13609,86
2855,12540,31
2856,672,183
2857,16854,27
2858,773,30
2859,677,20
2860,16950,15
2861,16873,18
2862,13280,26
2863,2083,167
2864,2176,184
2865,1504,44
2866,7296,38
2867,38278,37
2868,9370,21
2869,17757,48
2870,12773,34
2871,12780,27
2872,11862,19
2873,12772,27
2874,2965,89
2875,3070,71
2876,3071,60
2877,3072,88
2878,12764,50
2879,12730,18
2880,11854,17
2881,12708,13
2882,11855,16
2883,3216,29
2884,12781,30
2885,15862,38
2886,2775,131
2887,3208,28
2888,3392,33
2889,250,203
2890,39857,1
2891,258,45
2892,2959,43
2893,2960,34
2894,2961,27
2895,2934,47
2896,2962,44
2897,7354,72
2898,12792,34
2899,12804,105
2900,6343,137
2901,1859,147
2902,12805,117
2903,12806,78
2904,13684,62
2905,18416,62
2906,15942,100
2907,24596,10
2908,24693,10
2909,19668,7
2910,24694,10
2911,1066,9
2912,5868,57
2913,3085,209
2914,11623,137
2915,9226,87
2916,5864,135
2917,12854,38
2918,12855,24
2919,11874,43
2920,12858,41
2921,12859,26
2922,17051,100
2923,24994,38
2924,12857,46
2925,12917,25
2926,132,7
2927,5009,14
2928,119,96
2929,11726,10
2930,13042,12
2931,13150,11
2932,11786,82
2933,7862,3
2934,16181,13
2935,17773,14
2936,17774,9
2937,21604,13
2938,12941,13
2939,2142,118
2940,21418,6
2941,332,53
2942,12592,63
2943,5581,71
2944,2118,19
2945,1589,49
2946,13159,21
2947,1715,78
2948,10122,30
2949,22,54
2950,12577,149
2951,11421,50
2952,12629,21
2953,2736,16
2954,25126,97
2955,17443,66
2956,13041,28
2957,10370,18
2958,20799,15
2959,9449,40
2960,22846,20
2961,4973,103
2962,8900,127
2963,11175,22
2964,13277,24
2965,3544,32
2966,13282,7
2967,8096,52
2968,33599,17
2969,27015,14
2970,19108,10
2971,492,10
2972,494,9
2973,19110,4
2974,495,4
2975,19111,5
2976,430,10
2977,496,12
2978,16296,13
2979,19106,8
2980,42765,13
2981,6486,19
2982,6487,16
2983,6488,11
2984,6489,11
2985,8797,43
2986,13475,125
2987,6017,92
2988,13507,63
2989,3298,156
2990,13525,104
2991,11418,100
2992,53,209
2993,8234,425
2994,13500,132
2995,2721,50
2996,16256,3
2997,12605,80
2998,4481,105
2999,12584,67
3000,8194,52
3001,8232,37
3002,7165,93
3003,7938,25
3004,8169,45
3005,26066,41
3006,8163,33
3007,35936,23
3008,11258,24
3009,13465,34
3010,8269,99
3011,18539,29
3012,20844,46
3013,9670,11
3014,11056,75
3015,11394,120
3016,719,49
3017,596,35
3018,526,34
3019,598,68
3020,525,41
3021,2587,78
3022,595,75
3023,597,31
3024,667,59
3025,5787,509
3026,7589,96
3027,13574,27
3028,13575,27
3029,13576,35
3030,13555,34
3031,13557,36
3032,13558,35
3033,2163,46
3034,13559,25
3035,3777,60
3036,3735,27
3037,173,21
3038,2112,50
3039,13560,21
3040,3648,41
3041,13566,42
3042,13565,27
3043,3480,85
3044,18434,20
3045,2032,31
3046,7071,64
3047,28518,5
3048,10626,4
3049,10804,10
3050,30976,8
3051,7498,27
3052,7503,21
3053,13619,15
3054,13637,27
3055,9798,50
3056,13638,32
3057,9800,75
3058,4447,63
3059,8438,96
3060,13257,39
3061,26112,40
3062,27133,25
3063,10225,18
3064,23776,42
3065,27297,15
3066,29626,28
3067,26284,22
3068,12349,34
3069,23163,36
3070,13817,47
3071,5634,95
3072,1063,27
3073,28120,26
3074,9808,28
3075,3737,11
3076,3623,168
3077,9809,67
3078,12759,9
3079,6309,105
3080,26081,27
3081,14553,26
3082,20120,26
3083,16141,35
3084,3718,77
3085,24753,13
3086,26223,12
3087,16987,86
3088,916,105
3089,16946,9
3090,5270,36
3091,5339,4
3092,24898,36
3093,18785,33
3094,15813,11
3095,10153,15
3096,5243,73
3097,26278,12
3098,13923,7
3099,9363,5
3100,6816,20
3101,16101,27
3102,7472,27
3103,21794,27
3104,10962,18
3105,11189,58
3106,11146,12
3107,13918,16
3108,8335,52
3109,24531,28
3110,10936,63
3111,7226,53
3112,1114,334
3113,1680,39
3114,1672,46
3115,6322,29
3116,13963,34
3117,13955,21
3118,3657,143
3119,21089,20
3120,13956,15
3121,13948,40
3122,13947,32
3123,13960,20
3124,13954,20
3125,16400,14
3126,13949,18
3127,13952,20
3128,13965,25
3129,21076,12
3130,13967,27
3131,13953,25
3132,13966,43
3133,21086,16
3134,13951,31
3135,13962,17
3136,13950,42
3137,13964,11
3138,13957,27
3139,13961,7
3140,13958,14
3141,13959,12
3142,2637,99
3143,3727,124
3144,931,85
3145,5697,98
3146,3711,213
3147,5250,61
3148,31371,40
3149,31429,23
3150,31355,28
3151,31381,36
3152,31816,20
3153,28596,19
3154,28819,19
3155,15476,82
3156,24686,11
3157,5714,105
3158,6319,129
3159,10676,12
3160,9481,58
3161,14281,9
3162,14485,10
3163,21408,10
3164,41334,6
3165,39365,2
3166,14442,18
3167,10324,110
3168,25616,6
3169,13751,14
3170,190,37
3171,10545,40
3172,6697,9
3173,14446,7
3174,10465,20
3175,11539,90
3176,14501,13
3177,14889,10
3178,10776,26
3179,14235,24
3180,25593,14
3181,2605,24
3182,12068,8
3183,10658,4
3184,14126,15
3185,14650,41
3186,1372,22
3187,15907,72
3188,8528,40
3189,11675,87
3190,212,37
3191,12140,18
3192,1327,44
3193,37005,6
3194,14282,29
3195,14829,33
3196,3771,77
3197,6163,24
3198,14155,15
3199,7037,9
3200,7281,28
3201,40985,27
3202,20106,5
3203,8154,48
3204,1894,110
3205,249,40
3206,11988,24
3207,10852,16
3208,11208,4
3209,14967,24
3210,12189,2
3211,8594,51
3212,14191,3
3213,5366,107
3214,10734,34
3215,80,51
3216,13250,80
3217,19724,12
3218,19706,5
3219,21634,15
3220,7716,11
3221,21813,3
3222,14940,10
3223,7719,12
3224,28610,5
3225,13068,7
3226,21426,4
3227,27549,28
3228,15872,9
3229,37302,8
3230,21886,12
3231,17738,7
3232,21682,10
3233,39332,8
3234,30703,6
3235,14210,92
3236,24665,14
3237,21884,14
3238,12986,13
3239,6065,27
3240,6068,9
3241,6069,7
3242,4854,6
3243,6070,10
3244,14969,4
3245,12628,16
3246,24172,31
3247,24836,22
3248,24837,29
3249,12610,17
3250,17908,38
3251,12665,20
3252,17906,53
3253,18031,43
3254,18067,44
3255,23711,19
3256,18068,25
3257,14521,8
3258,8596,29
3259,10492,31
3260,5743,55
3261,19158,9
3262,8405,88
3263,20269,14
3264,12381,23
3265,12032,9
3266,13086,33
3267,40467,7
3268,15060,25
3269,14259,11
3270,9417,51
3271,14379,15
3272,14965,8
3273,18503,30
3274,2594,24
3275,3677,184
3276,14604,27
3277,14510,14
3278,3026,26
3279,7952,46
3280,14499,5
3281,7436,83
3282,14660,33
3283,6128,7
3284,12128,5
3285,2612,23
3286,14188,67
3287,4874,53
3288,11483,19
3289,11506,23
3290,11484,29
3291,11476,13
3292,11477,15
3293,11478,14
3294,11479,23
3295,4880,31
3296,12558,20
3297,16464,23
3298,2827,98
3299,15163,39
3300,28022,12
3301,9405,55
3302,6297,216
3303,3719,72
3304,20838,17
3305,241,69
3306,5383,116
3307,8328,93
3308,15230,23
3309,8181,26
3310,7988,27
3311,15232,21
3312,15233,17
3313,13504,24
3314,15234,11
3315,15235,11
3316,15236,12
3317,15237,8
3318,12648,9
3319,15238,10
3320,12662,10
3321,21679,4
3322,21743,5
3323,12674,19
3324,12657,15
3325,21540,9
3326,21602,8
3327,13499,12
3328,21715,5
3329,13503,25
3330,38545,4
3331,38544,6
3332,34681,3
3333,40112,6
3334,7328,85
3335,14851,47
3336,337,57
3337,336,91
3338,11362,31
3339,9423,21
3340,26593,25
3341,24222,26
3342,14059,36
3343,909,47
3344,9587,28
3345,9884,10
3346,9885,11
3347,9886,13
3348,9887,9
3349,9888,12
3350,5846,138
3351,15255,34
3352,9699,172
3353,12594,85
3354,15277,14
3355,15242,17
3356,15276,167
3357,24131,22
3358,6312,36
3359,15239,15
3360,5845,15
3361,10344,81
3362,13109,57
3363,13108,63
3364,335,50
3365,12874,61
3366,331,102
3367,339,66
3368,10982,57
3369,333,58
3370,234,42
3371,14003,50
3372,1681,43
3373,1660,130
3374,15292,23
3375,9494,24
3376,12137,21
3377,1996,13
3378,2079,14
3379,6884,14
3380,6885,15
3381,6886,9
3382,6887,9
3383,6888,5
3384,1816,20
3385,6595,25
3386,2077,23
3387,6596,17
3388,6597,23
3389,2073,12
3390,1869,10
3391,11317,47
3392,11318,109
3393,11320,39
3394,1708,69
3395,11321,24
3396,11322,124
3397,11307,31
3398,15343,25
3399,15344,25
3400,10690,20
3401,11103,18
3402,6599,36
3403,6600,11
3404,6602,9
3405,6603,10
3406,6604,6
3407,6605,6
3408,6421,31
3409,6422,10
3410,6423,11
3411,6424,11
3412,6425,10
3413,6426,10
3414,6427,12
3415,38743,3
3416,26752,2
3417,20384,14
3418,15576,22
3419,1596,34
3420,29620,27
3421,15568,22
3422,29621,24
3423,29622,19
3424,1877,28
3425,15565,29
3426,29623,19
3427,29624,18
3428,29646,16
3429,1853,19
3430,29648,17
3431,29649,21
3432,210,38
3433,2802,64
3434,7345,60
3435,8349,44
3436,15350,11
3437,15297,15
3438,7109,8
3439,7072,18
3440,7041,7
3441,7094,7
3442,15351,11
3443,12582,15
3444,15298,24
3445,15299,13
3446,12188,16
3447,10814,12
3448,1581,7
3449,8610,10
3450,22283,22
3451,22284,12
3452,22281,20
3453,22285,12
3454,22286,9
3455,22287,17
3456,22288,12
3457,131,15
3458,22290,11
3459,11790,10
3460,8622,31
3461,8597,52
3462,7678,32
3463,15447,44
3464,22564,16
3465,1939,33
3466,1818,13
3467,1822,4
3468,1846,32
3469,15533,5
3470,15538,16
3471,5808,100
3472,6808,31
3473,1018,29
3474,15537,29
3475,15639,16
3476,1580,86
3477,7538,254
3478,934,62
3479,1014,41
3480,932,37
3481,5413,33
3482,6405,43
3483,6367,45
3484,18493,24
3485,37370,13
3486,1026,59
3487,2179,68
3488,17381,24
3489,3445,34
3490,3444,62
3491,17349,39
3492,13070,94
3493,1097,38
3494,24279,49
3495,3423,78
3496,28336,18
3497,38108,15
3498,24274,25
3499,15717,10
3500,40482,19
3501,1836,51
3502,15662,15
3503,28354,12
3504,30760,10
3505,15715,13
3506,15716,5
3507,35066,10
3508,8356,43
3509,15544,7
3510,6806,27
3511,21694,14
3512,1506,19
3513,1828,9
3514,21417,23
3515,18113,10
3516,1571,15
3517,1554,15
3518,35608,15
3519,1509,21
3520,21027,14
3521,21895,33
3522,45448,6
3523,18036,17
3524,2197,13
3525,33476,37
3526,38826,18
3527,42837,6
3528,1791,17
3529,21683,10
3530,1707,13
3531,15541,4
3532,15579,17
3533,21665,11
3534,15540,12
3535,5418,12
3536,31485,14
3537,8849,85
3538,1455,12
3539,2111,8
3540,18112,14
3541,17739,11
3542,5585,13
3543,5560,13
3544,38827,18
3545,1728,9
3546,15543,4
3547,15542,4
3548,18048,15
3549,21881,10
3550,5547,13
3551,6298,10
3552,17736,7
3553,15566,13
3554,1766,14
3555,6807,25
3556,15729,19
3557,15713,15
3558,15714,17
3559,15712,13
3560,15726,9
3561,15718,12
3562,22668,9
3563,22664,10
3564,22665,5
3565,42265,6
3566,28335,12
3567,1469,7
3568,43413,18
3569,15723,6
3570,22663,7
3571,39079,12
3572,22667,15
3573,27287,5
3574,15720,13
3575,28353,5
3576,22669,7
3577,15722,8
3578,15725,8
3579,15724,4
3580,28343,4
3581,10211,69
3582,41408,10
3583,18901,33
3584,25436,40
3585,45069,3
3586,16042,42
3587,16037,47
3588,14509,5
3589,6071,60
3590,6072,45
3591,6073,46
3592,6074,124
3593,6075,54
3594,6076,64
3595,6077,45
3596,6078,53
3597,25829,52
3598,1160,37
3599,6408,51
3600,1157,87
3601,26371,48
3602,12613,22
3603,26261,35
3604,17717,8
3605,2287,126
3606,13595,55
3607,14214,21
3608,14279,8
3609,5820,90
3610,16687,78
3611,16685,82
3612,14076,90
3613,16686,71
3614,9135,55
3615,6265,113
3616,8901,46
3617,6250,33
3618,8246,32
3619,8902,34
3620,8903,51
3621,8904,41
3622,5807,31
3623,8906,44
3624,6236,20
3625,669,19
3626,21460,14
3627,26589,16
3628,627,23
3629,16190,24
3630,16239,14
3631,16197,12
3632,24138,21
3633,3651,23
3634,7956,90
3635,7943,34
3636,8280,29
3637,7945,51
3638,7949,28
3639,7955,28
3640,7947,54
3641,7948,39
3642,7953,20
3643,7950,23
3644,5980,27
3645,7954,28
3646,24109,22
3647,32074,10
3648,16352,20
3649,24094,20
3650,8213,35
3651,20970,12
3652,8199,22
3653,16285,20
3654,20969,14
3655,8164,10
3656,24349,14
3657,9147,28
3658,9148,23
3659,9146,32
3660,7745,73
